ID_GAME;GAME;ID_PLATFORM;YEAR_RELEASE;GENRE;ID_PUBLISHER;PUBLISHER;NA_SALES;EU_SALES;JP_SALES;OTHER_SALES;GLOBAL_SALES;CRITIC_SCORE;CRITIC_COUNT;USER_SCORE;USER_COUNT;ID_DEVELOPER;DEVELOPER;RATING
maddennfl2002;Madden NFL 2002;GBA;01/01/2001;Sports;electronicarts;Electronic Arts;230000;80000;0;10000;320000;;;;;budcat;BudCat;E
bigfootcollisioncourse;Bigfoot: Collision Course;Wii;01/01/2008;Racing;zoodigitalpublishing;Zoo Digital Publishing;300000;0;0;20000;320000;;;;;destinationsoftware;Destination Software;E
fifastreet3;FIFA Street 3;X360;01/01/2008;Sports;electronicarts;Electronic Arts;140000;140000;0;30000;320000;63;48;6.9;18;eacanada;EA Canada;E
cabelasdangeroushunts2011;Cabela's Dangerous Hunts 2011;X360;01/01/2010;Sports;activision;Activision;280000;10000;0;20000;320000;55;7;;;activision;Activision;T
uefaeuro2008austriaswitzerland;UEFA Euro 2008 Austria-Switzerland;PS2;01/01/2008;Sports;electronicarts;Electronic Arts;30000;0;0;280000;320000;;;;;;;
testdriveunlimited;Test Drive Unlimited;X360;01/01/2006;Racing;atari;Atari;230000;40000;20000;20000;320000;82;69;8;86;edenstudios;Eden Studios;E10+
marvelnemesisriseoftheimperfects;Marvel Nemesis: Rise of the Imperfects;PSP;01/01/2005;Fighting;electronicarts;Electronic Arts;290000;0;0;20000;320000;58;15;8.7;30;eacanada;EA Canada;T
thebiggestloser;The Biggest Loser;DS;01/01/2009;Sports;thq;THQ;180000;110000;0;30000;320000;63;5;;;webfoottechnologies;Webfoot Technologies;E
powerrangerssamurai;Power Rangers Samurai;DS;01/01/2011;Action;namcobandaigames;Namco Bandai Games;260000;40000;0;20000;320000;;;;;inticreates;Inti Creates;E10+
kingdomunderfirethecrusaders;Kingdom Under Fire: The Crusaders;XB;01/01/2004;Strategy;deepsilver;Deep Silver;240000;70000;0;10000;320000;81;50;7.9;31;phantagram;Phantagram;M
4x4evolution;4x4 Evolution;PS2;01/01/2001;Racing;gatheringofdevelopers;Gathering of Developers;160000;120000;0;40000;320000;64;11;;;terminalreality;Terminal Reality;E
clivebarkersjericho;Clive Barker's Jericho;X360;01/01/2007;Shooter;codemasters;Codemasters;280000;10000;0;20000;320000;63;46;7.4;70;mercurysteamalchemicproductions;Mercury Steam, Alchemic Productions;M
riseofthetombraider;Rise of the Tomb Raider;X360;01/01/2015;Adventure;squareenix;Square Enix;180000;110000;0;30000;320000;;;7.5;178;nixxessoftware;Nixxes Software;M
momotaroudentetsuhappy;Momotarou Dentetsu Happy;SNES;01/01/1996;Misc;hudsonsoft;Hudson Soft;0;0;320000;0;320000;;;;;;;
powerrangerstimeforce;Power Rangers: Time Force;PS;01/01/2001;Action;thq;THQ;180000;120000;0;20000;320000;;;;;;;
romanceofthethreekingdomsvii;Romance of the Three Kingdoms VII;PS2;01/01/2000;Strategy;tecmokoei;Tecmo Koei;80000;60000;160000;20000;320000;72;10;8.7;11;koei;Koei;E
goosebumpshorrorland;Goosebumps HorrorLand;DS;01/01/2008;Adventure;scholasticinc;Scholastic Inc.;290000;0;0;20000;320000;;;;;sscholasticmedia;SScholastic Media;E10+
fableiii;Fable III;PC;01/01/2011;Role-Playing;microsoftgamestudios;Microsoft Game Studios;100000;170000;0;50000;320000;75;39;5.4;555;lionheadstudios;Lionhead Studios;M
littlestpetshopcityfriends;Littlest Pet Shop: City Friends;DS;01/01/2009;Simulation;electronicarts;Electronic Arts;290000;0;0;20000;320000;;;;;electronicarts;Electronic Arts;E
monstersinc;Monsters, Inc.;PS2;01/01/2002;Adventure;sonycomputerentertainment;Sony Computer Entertainment;150000;120000;0;40000;320000;52;15;7.2;10;artificialmindandmovement;Artificial Mind and Movement;E
djhero;DJ Hero;PS2;01/01/2009;Misc;activision;Activision;100000;20000;0;200000;320000;87;4;6.4;5;freestylegames;FreeStyleGames;T
lordofarcana;Lord of Arcana;PSP;01/01/2010;Role-Playing;squareenix;Square Enix;70000;40000;170000;30000;320000;53;45;5.5;21;accessgames;Access Games;M
phineasandferbacrossthe2nddimension;Phineas and Ferb: Across the 2nd Dimension;PS3;01/01/2011;Action;disneyinteractivestudios;Disney Interactive Studios;150000;110000;0;50000;320000;63;13;6.6;9;highimpactgames;High Impact Games;E10+
quizmagicacademyds;Quiz Magic Academy DS;DS;01/01/2008;Misc;konamidigitalentertainment;Konami Digital Entertainment;0;0;320000;0;320000;;;;;;;
tekken6;Tekken 6;PSP;01/01/2009;Fighting;namcobandaigames;Namco Bandai Games;150000;30000;100000;30000;320000;82;39;8.2;68;namcobandaigamesamericanamcobandaigames;Namco Bandai Games America, Namco Bandai Games;T
chickenblaster;Chicken Blaster;Wii;01/01/2009;Shooter;zushigames;Zushi Games;290000;0;0;20000;320000;;;;;zoogames;Zoo Games;T
dynastywarriors4empires;Dynasty Warriors 4 Empires;PS2;01/01/2004;Action;tecmokoei;Tecmo Koei;0;0;320000;0;320000;71;29;8.8;19;omegaforce;Omega Force;T
shenmueii;Shenmue II;XB;01/01/2002;Adventure;microsoftgamestudios;Microsoft Game Studios;220000;80000;0;10000;320000;80;31;9.3;96;segaam2;Sega AM2;T
crashofthetitans;Crash of the Titans;X360;01/01/2007;Action;vivendigames;Vivendi Games;270000;20000;0;20000;320000;65;25;6.3;39;radicalentertainment;Radical Entertainment;E10+
legomarvelsavengers;LEGO Marvel's Avengers;X360;01/01/2016;Action;warnerbrosinteractiveentertainment;Warner Bros. Interactive Entertainment;180000;110000;0;30000;320000;;;5.7;6;ttgames;TT Games;E10+
skylandersswapforce;Skylanders SWAP Force;XOne;01/01/2013;Platform;activision;Activision;220000;60000;0;30000;320000;;;5.5;43;vicariousvisions;Vicarious Visions;E10+
heartofdarkness;Heart of Darkness;PS;01/01/1998;Platform;ocean;Ocean;180000;120000;0;20000;320000;;;;;;;
rugbyworldcup2011;Rugby World Cup 2011;PS3;01/01/2011;Sports;505games;505 Games;0;240000;0;70000;320000;50;12;5.6;7;hbstudiosmultimedia;HB Studios Multimedia;E
virtuastriker2;Virtua Striker 2;DC;01/01/1999;Sports;sega;Sega;0;0;320000;0;320000;;;;;;;
f1racestars;F1 Race Stars;PS3;01/01/2012;Racing;codemasters;Codemasters;60000;190000;0;60000;320000;61;27;5.6;34;codemasters;Codemasters;E
overlordii;Overlord II;PS3;01/01/2009;Action;codemasters;Codemasters;110000;150000;0;60000;320000;72;42;7.6;24;triumphstudios;Triumph Studios;T
warcraftiithedarksaga;WarCraft II: The Dark Saga;PS;01/01/1997;Strategy;electronicarts;Electronic Arts;180000;120000;0;20000;310000;;;;;;;
shrekthethird;Shrek the Third;PSP;01/01/2007;Action;activision;Activision;80000;150000;0;90000;310000;57;8;;;amazeentertainment;Amaze Entertainment;E10+
monhunnikkipokapokaailumurag;MonHun Nikki: Poka Poka Ailu Mura G;PSP;01/01/2011;Role-Playing;capcom;Capcom;0;0;310000;0;310000;;;;;;;
blazbluecontinuumshift;BlazBlue: Continuum Shift;X360;01/01/2010;Fighting;pqube;PQube;230000;40000;20000;20000;310000;85;32;8.7;26;arcsystemworks;Arc System Works;T
mlb07theshow;MLB 07: The Show;PS3;01/01/2007;Sports;sonycomputerentertainment;Sony Computer Entertainment;290000;0;0;20000;310000;77;30;7.5;17;sceasandiegostudios;SCEA San Diego Studios;E
crashnitrokart;Crash Nitro Kart;XB;01/01/2003;Racing;vivendigames;Vivendi Games;240000;70000;0;10000;310000;70;14;8.9;16;vicariousvisions;Vicarious Visions;E
etrianodysseyiiithedrownedcity;Etrian Odyssey III: The Drowned City;DS;01/01/2010;Role-Playing;atlus;Atlus;120000;0;190000;10000;310000;77;23;8;21;atlus;Atlus;E10+
batmanarkhamorigins;Batman: Arkham Origins;PC;01/01/2013;Action;warnerbrosinteractiveentertainment;Warner Bros. Interactive Entertainment;130000;160000;0;20000;310000;74;17;7.5;1170;irongalaxystudios;Iron Galaxy Studios;T
nbashootout;NBA ShootOut;PS;01/01/1995;Sports;sonycomputerentertainment;Sony Computer Entertainment;170000;120000;0;20000;310000;;;;;;;
harrypotterandthehalfbloodprince;Harry Potter and the Half-Blood Prince;X360;01/01/2009;Action;electronicarts;Electronic Arts;170000;110000;0;30000;310000;64;38;6.8;11;eabrightlight;EA Bright Light;E10+
jikkyoupowerfulproyakyuu14;Jikkyou Powerful Pro Yakyuu 14;PS2;01/01/2007;Sports;konamidigitalentertainment;Konami Digital Entertainment;0;0;310000;0;310000;;;;;;;
fishingmaster;Fishing Master;Wii;01/01/2007;Misc;konamidigitalentertainment;Konami Digital Entertainment;290000;0;0;20000;310000;58;9;8.1;9;hudsonsoft;Hudson Soft;E
maddennfl2004;Madden NFL 2004;GBA;01/01/2003;Sports;electronicarts;Electronic Arts;220000;80000;0;10000;310000;70;9;6.6;5;budcat;BudCat;E
ganbaregoemonkirakiradouchuubokugadancerninattariyuu;Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu;SNES;01/01/1995;Platform;konamidigitalentertainment;Konami Digital Entertainment;0;0;310000;0;310000;;;;;;;
jikkyoupowerfulproyakyuuportable3;Jikkyou Powerful Pro Yakyuu Portable 3;PSP;01/01/2008;Sports;konamidigitalentertainment;Konami Digital Entertainment;0;0;310000;0;310000;;;;;;;
mariogolf;Mario Golf;GB;01/01/1999;Action;nintendo;Nintendo;0;0;310000;0;310000;;;;;;;
digimonworlddawndusk;Digimon World: Dawn / Dusk;DS;01/01/2007;Role-Playing;namcobandaigames;Namco Bandai Games;120000;0;180000;10000;310000;;;;;;;
sesamestreetelmosletteradventure;Sesame Street: Elmo's Letter Adventure;PS;01/01/1998;Misc;newkidco;NewKidCo;170000;120000;0;20000;310000;;;;;;;
birthdaypartybash;Birthday Party Bash;Wii;01/01/2009;Misc;taketwointeractive;Take-Two Interactive;290000;0;0;20000;310000;;;3;4;catdaddygames;Cat Daddy Games;E
nbainsidedrive2003;NBA Inside Drive 2003;XB;01/01/2002;Sports;microsoftgamestudios;Microsoft Game Studios;230000;70000;0;10000;310000;72;21;7.8;12;highvoltagesoftware;High Voltage Software;E
fifastreet;FIFA Street;PS2;01/01/2005;Sports;electronicarts;Electronic Arts;150000;120000;0;40000;310000;59;29;7.9;52;eacanada;EA Canada;E
monsterlab;Monster Lab;Wii;01/01/2008;Role-Playing;eidosinteractive;Eidos Interactive;270000;20000;0;20000;310000;73;11;8.4;14;backboneentertainment;Backbone Entertainment;E10+
fateextra;Fate/Extra;PSP;01/01/2010;Role-Playing;marvelousinteractive;Marvelous Interactive;180000;10000;100000;30000;310000;58;10;8.1;39;imageepochimageepoch;Image Epoch, Imageepoch;T
drakengard3;Drakengard 3;PS3;01/01/2013;Role-Playing;squareenix;Square Enix;100000;0;190000;20000;310000;61;33;7.7;237;accessgames;Access Games;M
catherine;Catherine;X360;01/01/2011;Adventure;deepsilver;Deep Silver;200000;60000;30000;20000;310000;82;39;7.9;153;atlus;Atlus;M
jstarsvictoryvs;J Stars Victory Vs.;PS3;01/01/2014;Fighting;namcobandaigames;Namco Bandai Games;50000;50000;200000;20000;310000;;;7.9;11;bandainamcogames;Bandai Namco Games;
jampacksummer2003rpm;Jampack: Summer 2003 (RP-M);PS2;01/01/2003;Misc;sonycomputerentertainment;Sony Computer Entertainment;150000;120000;0;40000;310000;;;;;;;
aloneinthedarkoneeyedjacksrevenge;Alone in the Dark: One-Eyed Jack's Revenge;PS;01/01/1996;Adventure;infogrames;Infogrames;170000;120000;0;20000;310000;;;;;;;
yugiohthedawnofdestiny;Yu-Gi-Oh! The Dawn of Destiny;XB;01/01/2004;Strategy;konamidigitalentertainment;Konami Digital Entertainment;230000;70000;0;10000;310000;;;;;;;
1001touchgames;1001 Touch Games;DS;01/01/2011;Action;avanquest;Avanquest;110000;160000;0;40000;310000;;;;;avanquestsoftware;Avanquest Software;E
thematrixpathofneo;The Matrix: Path of Neo;XB;01/01/2005;Action;atari;Atari;230000;70000;0;10000;310000;73;39;7.3;20;shinyentertainment;Shiny Entertainment;T
namcomuseumvirtualarcade;Namco Museum: Virtual Arcade;X360;01/01/2008;Misc;atari;Atari;270000;10000;10000;20000;310000;63;16;;;namcobandaigames;Namco Bandai Games;E10+
bustamoveuniverse;Bust-A-Move Universe;3DS;01/01/2011;Puzzle;squareenix;Square Enix;80000;150000;60000;30000;310000;49;30;4.8;13;arika;Arika;E
mortalkombatshaolinmonks;Mortal Kombat: Shaolin Monks;XB;01/01/2005;Action;midwaygames;Midway Games;230000;70000;0;10000;310000;78;37;6.6;19;midwaystudioslosangeles;Midway Studios - Los Angeles;M
batmanarkhamorigins;Batman: Arkham Origins;WiiU;01/01/2013;Action;warnerbrosinteractiveentertainment;Warner Bros. Interactive Entertainment;190000;90000;0;30000;310000;68;5;7.4;127;humanheadstudios;Human Head Studios;T
taikodrummasterdonandkatsusspacetimegreatadventure;Taiko Drum Master: Don and Katsu's Space-Time Great Adventure;3DS;01/01/2014;Action;namcobandaigames;Namco Bandai Games;0;0;310000;0;310000;;;;;;;
shinmegamitenseidevilsurvivor2;Shin Megami Tensei: Devil Survivor 2;DS;01/01/2011;Role-Playing;ghostlight;Ghostlight;160000;10000;120000;10000;310000;79;21;8.8;45;atlus;Atlus;T
einhnder;Einhänder;PS;01/01/1997;Shooter;squaresoft;SquareSoft;100000;70000;130000;20000;310000;;;;;;;
tinytoonadventuresthegreatbeanstalk;Tiny Toon Adventures: The Great Beanstalk;PS;01/01/1998;Misc;sonycomputerentertainment;Sony Computer Entertainment;170000;120000;0;20000;310000;;;;;;;
sonicboomriseoflyric;Sonic Boom: Rise of Lyric;WiiU;01/01/2014;Action;sega;Sega;190000;90000;0;30000;310000;32;28;3.6;587;bigredbuttonentertainment;Big Red Button Entertainment;E10+
metrolastlight;Metro: Last Light;XOne;01/01/2014;Action;deepsilver;Deep Silver;150000;130000;0;30000;310000;;;;;;;
thesettlers7pathstoakingdom;The Settlers 7: Paths to a Kingdom;PC;01/01/2010;Strategy;ubisoft;Ubisoft;0;270000;0;50000;310000;79;33;5.2;213;bluebyte;Blue Byte;E10+
wipeoutpulse;WipEout Pulse;PSP;01/01/2007;Racing;sonycomputerentertainment;Sony Computer Entertainment;130000;120000;0;60000;310000;82;40;8.6;31;studioliverpool;Studio Liverpool;E10+
thelegendofspyrodawnofthedragon;The Legend of Spyro: Dawn of the Dragon;X360;01/01/2008;Platform;vivendigames;Vivendi Games;160000;120000;0;30000;310000;62;35;7.2;26;etrangeslibellules;Etranges Libellules;E10+
fotofrenzyspotthediffrence;Foto Frenzy: Spot The Diffrence;DS;01/01/2009;Puzzle;stormcitygames;Storm City Games;290000;0;0;20000;310000;;;;;;;
armoredcoresilentline;Armored Core: Silent Line;PS2;01/01/2003;Simulation;agetec;Agetec;70000;60000;160000;20000;310000;;;;;;;
sdgundamggenerationwars;SD Gundam G Generation Wars;PS2;01/01/2009;Strategy;namcobandaigames;Namco Bandai Games;0;0;310000;0;310000;;;;;;;
drseusshowthegrinchstolechristmas;Dr. Seuss: How the Grinch Stole Christmas;DS;01/01/2007;Action;cokeminteractive;CokeM Interactive;290000;0;0;20000;310000;;;;;;;
fuel;Fuel;X360;01/01/2009;Racing;codemasters;Codemasters;90000;180000;0;40000;310000;66;45;7;45;asobostudio;Asobo Studio;E
panzerdragooniizwei;Panzer Dragoon II Zwei;SAT;01/01/1995;Shooter;sega;Sega;0;0;310000;0;310000;;;;;;;
tropico5;Tropico 5;PS4;01/01/2015;Simulation;kalypsomedia;Kalypso Media;60000;160000;60000;40000;310000;76;17;7.1;110;haemimont;Haemimont;T
kisspinball;KISS Pinball;PS;01/01/2001;Action;taketwointeractive;Take-Two Interactive;170000;120000;0;20000;310000;26;7;3.8;8;wildfirestudios;Wildfire Studios;T
brothersinarmsearnedinblood;Brothers In Arms: Earned in Blood;XB;01/01/2005;Shooter;ubisoft;Ubisoft;230000;70000;0;10000;310000;85;41;8.6;25;gearboxsoftware;Gearbox Software;M
legolegendsofchimalavalsjourney;LEGO Legends of Chima: Laval's Journey;3DS;01/01/2013;Adventure;warnerbrosinteractiveentertainment;Warner Bros. Interactive Entertainment;180000;100000;0;30000;310000;65;5;3.6;7;ttgames;TT Games;E10+
2gamesin1disneysbrotherbearthelionking112;2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2;GBA;01/01/2005;Action;thq;THQ;220000;80000;0;10000;310000;;;;;;;
superrobottaisencompletebox;Super Robot Taisen Complete Box;PS;01/01/1999;Strategy;banpresto;Banpresto;0;0;290000;20000;310000;;;;;;;
peppapigthemeparkfun;Peppa Pig: Theme Park Fun;DS;01/01/2011;Misc;p2games;P2 Games;0;270000;0;40000;310000;;;;;;;
skylanderssuperchargers;Skylanders: SuperChargers;PS4;01/01/2015;Action;activision;Activision;170000;80000;0;50000;310000;81;51;3.3;29;vicariousvisions;Vicarious Visions;E10+
7wondersii;7 Wonders II;DS;01/01/2009;Puzzle;rondomedia;Rondomedia;130000;150000;0;30000;310000;60;5;;;mumbojumbo;MumboJumbo;E
myhorseme;My Horse & Me;Wii;01/01/2007;Sports;atari;Atari;270000;20000;0;20000;310000;;;;;;;
darkvoid;Dark Void;X360;01/01/2010;Action;capcom;Capcom;190000;90000;0;30000;310000;59;69;6;61;airtightgames;Airtight Games;T
goldsgymcardioworkoutotherssales;Gold's Gym: Cardio Workout (Others sales);Wii;01/01/2008;Sports;ubisoft;Ubisoft;0;290000;0;20000;310000;;;;;;;
goemonsgreatadventure;Goemon's Great Adventure;N64;01/01/1998;Platform;konamidigitalentertainment;Konami Digital Entertainment;60000;20000;130000;100000;310000;;;;;;;
hotwheelsturboracing;Hot Wheels Turbo Racing;N64;01/01/1999;Racing;electronicarts;Electronic Arts;250000;60000;0;0;310000;;;;;;;
vigilante8;Vigilante 8;N64;01/01/1998;Racing;activision;Activision;250000;60000;0;0;310000;;;;;;;
basshunter64;Bass Hunter 64;N64;01/01/1999;Sports;taketwointeractive;Take-Two Interactive;250000;60000;0;0;310000;;;;;;;
doubutsunomori;Doubutsu no Mori;N64;01/01/2001;Simulation;nintendo;Nintendo;0;0;260000;50000;310000;;;;;;;
jikkyoupowerfulproyakyuu4;Jikkyou Powerful Pro Yakyuu 4;N64;01/01/1997;Sports;konamidigitalentertainment;Konami Digital Entertainment;0;0;260000;50000;310000;;;;;;;
happyfeet;Happy Feet;DS;01/01/2006;Action;midwaygames;Midway Games;270000;10000;0;20000;310000;;;0.3;9;artificialmindandmovement;Artificial Mind and Movement;E
manhunt2;Manhunt 2;PSP;01/01/2007;Action;taketwointeractive;Take-Two Interactive;40000;170000;0;90000;310000;69;15;8.1;38;rockstarlondon;Rockstar London;M
megamanmaverickhunterx;Mega Man Maverick Hunter X;PSP;01/01/2005;Platform;capcom;Capcom;270000;10000;0;30000;310000;79;34;8.3;44;capcom;Capcom;E10+
jleaguewinningeleven2007clubchampionship;J-League Winning Eleven 2007: Club Championship;PS2;01/01/2007;Sports;konamidigitalentertainment;Konami Digital Entertainment;0;0;310000;0;310000;;;;;;;
barbieastheislandprincess;Barbie as The Island Princess;DS;01/01/2007;Adventure;activision;Activision;280000;10000;0;20000;310000;;;;;humansoftivolgamus;Human Soft, Ivolgamus;E
starwarsjediknightiijedioutcast;Star Wars Jedi Knight II: Jedi Outcast;XB;;Shooter;activision;Activision;230000;70000;0;10000;310000;81;24;6.8;15;vicariousvisions;Vicarious Visions;T
clashofthetitans;Clash of the Titans;PS3;01/01/2010;Action;namcobandaigames;Namco Bandai Games;90000;150000;10000;50000;310000;41;28;1.7;17;gamerepublic;Game Republic;T
megamanbattlenetwork2;Mega Man Battle Network 2;GBA;01/01/2002;Action;ubisoft;Ubisoft;220000;80000;0;10000;310000;81;15;9;21;capcom;Capcom;E
majorleaguebaseball2k8;Major League Baseball 2K8;PS3;01/01/2008;Sports;bethesdasoftworks;Bethesda Softworks;280000;0;0;30000;310000;67;23;5.6;8;kushgames;Kush Games;E
pandorastower;Pandora's Tower;Wii;01/01/2011;Role-Playing;nintendo;Nintendo;110000;100000;80000;20000;310000;73;48;8;99;ganbarion;Ganbarion;T
mountainking;Mountain King;2600;01/01/1982;Action;cbselectronics;CBS Electronics;290000;20000;0;0;310000;;;;;;;
jampackvolume12;Jampack Volume 12;PS2;01/01/2005;Misc;sonycomputerentertainment;Sony Computer Entertainment;150000;120000;0;40000;310000;;;;;;;
lordoftheringsbattleformiddleearth;Lord of the Rings: Battle for Middle-Earth;X360;01/01/2006;Strategy;electronicarts;Electronic Arts;280000;0;0;20000;310000;;;;;;;
shaunwhitesnowboarding;Shaun White Snowboarding;PS2;01/01/2008;Sports;ubisoft;Ubisoft;150000;120000;0;40000;310000;;;;;ubisoft;Ubisoft;E10+
simanimals;SimAnimals;Wii;01/01/2009;Simulation;electronicarts;Electronic Arts;140000;130000;0;30000;310000;58;13;2.1;35;electronicarts;Electronic Arts;E
tigerwoodspgatour06;Tiger Woods PGA Tour 06;X360;01/01/2005;Sports;electronicarts;Electronic Arts;280000;0;0;20000;310000;71;36;7.4;8;easports;EA Sports;E
shinmegamitenseidevilsummonersoulhackers;Shin Megami Tensei: Devil Summoner - Soul Hackers;SAT;01/01/1997;Role-Playing;atlus;Atlus;0;0;310000;0;310000;;;;;;;
mysimsskyheroes;MySims SkyHeroes;DS;01/01/2010;Action;electronicarts;Electronic Arts;200000;80000;0;20000;310000;;;;;;;
jonahlomurugbychallenge;Jonah Lomu Rugby Challenge;X360;01/01/2011;Sports;homeentertainmentsuppliers;Home Entertainment Suppliers;90000;190000;0;30000;310000;73;14;6;8;sidheinteractive;Sidhe Interactive;E
demolitionracer;Demolition Racer;PS;01/01/1998;Racing;infogrames;Infogrames;170000;120000;0;20000;310000;;;;;;;
midwayarcadetreasures2;Midway Arcade Treasures 2;XB;01/01/2004;Misc;midwaygames;Midway Games;240000;50000;0;10000;310000;74;38;7.4;7;backboneentertainment;Backbone Entertainment;M
finalfantasyiv;Final Fantasy IV;PS;01/01/1997;Simulation;squaresoft;SquareSoft;0;0;290000;20000;310000;;;;;;;
theincrediblehulk;The Incredible Hulk;Wii;01/01/2008;Action;sega;Sega;280000;10000;0;20000;310000;46;21;;;edgeofreality;Edge of Reality;T
nascarthunder2003;NASCAR Thunder 2003;GC;01/01/2002;Racing;electronicarts;Electronic Arts;240000;60000;0;10000;310000;85;12;6.6;5;easports;EA Sports;E
sdgundamggenerationoverworld;SD Gundam G Generation: Overworld;PSP;01/01/2012;Strategy;namcobandaigames;Namco Bandai Games;0;0;310000;0;310000;;;;;;;
shinmegamitenseidevilsummonersoulhackers;Shin Megami Tensei: Devil Summoner - Soul Hackers;3DS;01/01/2012;Role-Playing;atlus;Atlus;130000;20000;140000;10000;310000;;;;;;;
megamanzerocollection;Mega Man Zero Collection;DS;01/01/2010;Platform;capcom;Capcom;170000;10000;110000;20000;310000;78;15;8.9;39;intiinticreates;Inti, Inti Creates;E
singstartakethat;SingStar Take That;PS3;01/01/2009;Misc;sonycomputerentertainment;Sony Computer Entertainment;0;280000;0;30000;310000;;;;;;;
nhlfaceoff2000;NHL FaceOff 2000;PS;01/01/1998;Sports;sonycomputerentertainment;Sony Computer Entertainment;170000;120000;0;20000;310000;;;;;;;
proevolutionsoccer2013;Pro Evolution Soccer 2013;X360;01/01/2012;Sports;konamidigitalentertainment;Konami Digital Entertainment;80000;200000;0;30000;310000;82;33;6.9;77;konami;Konami;E
starwarsracerrevenge;Star Wars Racer Revenge;PS2;01/01/2002;Racing;lucasarts;LucasArts;150000;120000;0;40000;310000;73;34;8.5;11;rainbowstudios;Rainbow Studios;E
yugioh5dsworldchampionship2010reverseofarcadia;Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia;DS;01/01/2010;Strategy;konamidigitalentertainment;Konami Digital Entertainment;180000;10000;90000;20000;310000;;;;;;;
ncaafinalfour2002;NCAA Final Four 2002;PS2;01/01/2001;Sports;sonycomputerentertainment;Sony Computer Entertainment;150000;120000;0;40000;310000;52;14;6.5;8;989sports;989 Sports;E
southparkchefsluvshack;South Park: Chef's Luv Shack;PS;01/01/1998;Misc;acclaimentertainment;Acclaim Entertainment;170000;120000;0;20000;310000;;;;;;;
cabelasoutdooradventures2009;Cabela's Outdoor Adventures (2009);Wii;01/01/2009;Sports;activisionvalue;Activision Value;280000;0;0;20000;310000;;;7.8;4;funlabs;FUN Labs;T
musicmaker;Music Maker;PS2;01/01/2001;Misc;magix;Magix;150000;120000;0;40000;310000;;;;;magix;Magix;E
slotmachine;Slot Machine;2600;;Action;atari;Atari;290000;20000;0;0;310000;;;;;;;
ganbaregoemon2kiteretsushougunmagginesu;Ganbare Goemon 2: Kiteretsu Shougun Magginesu;SNES;01/01/1993;Platform;konamidigitalentertainment;Konami Digital Entertainment;0;0;310000;0;310000;;;;;;;
shrekscarnivalcrazepartygames;Shrek's Carnival Craze Party Games;Wii;01/01/2008;Misc;activision;Activision;280000;0;0;20000;310000;;;;;;;
astroblast;Astroblast;2600;01/01/1981;Action;mattelinteractive;Mattel Interactive;290000;20000;0;0;310000;;;;;;;
40winks;40 Winks;PS;01/01/1999;Platform;gtinteractive;GT Interactive;170000;120000;0;20000;310000;;;;;;;
bladeii;Blade II;PS2;01/01/2002;Action;activision;Activision;150000;120000;0;40000;310000;49;21;6.1;14;muckyfootproductions;Mucky Foot Productions;M
calvintuckersredneckjamboree;Calvin Tucker's Redneck Jamboree;Wii;01/01/2008;Misc;zoogames;Zoo Games;280000;0;0;20000;310000;26;6;;;humagade;Humagade;E10+
myvirtualtutorreadingadventureprektokindergarten;My Virtual Tutor: Reading Adventure Pre-K to Kindergarten;DS;01/01/2009;Misc;mentorinteractive;Mentor Interactive;290000;0;0;20000;310000;;;;;;;
tronevolution;TRON: Evolution;X360;01/01/2010;Action;disneyinteractivestudios;Disney Interactive Studios;240000;50000;0;20000;310000;58;51;6;41;propagandagames;Propaganda Games;T
acollectionofclassicgamesfromtheintellivision;A Collection of Classic Games from the Intellivision;PS;01/01/1999;Misc;activision;Activision;170000;120000;0;20000;310000;;;;;;;
mathplay;Math Play;DS;01/01/2006;Puzzle;ubisoft;Ubisoft;280000;0;0;20000;310000;;;;;denyusha;Denyu-Sha;E
bruceleequestofthedragon;Bruce Lee: Quest of the Dragon;XB;01/01/2002;Fighting;universalinteractive;Universal Interactive;230000;70000;0;10000;310000;32;24;2.4;10;roninentertainment;Ronin Entertainment;T
spinjam;Spin Jam;PS;01/01/2000;Puzzle;empireinteractive;Empire Interactive;170000;120000;0;20000;310000;;;;;;;
kurukurukururin;KuruKuru Kururin;GBA;01/01/2001;Puzzle;nintendo;Nintendo;0;0;300000;10000;310000;;;;;;;
disneystheemperorsnewgroove;Disney's The Emperor's New Groove;PS;01/01/2000;Platform;sonycomputerentertainment;Sony Computer Entertainment;170000;120000;0;20000;310000;66;8;7.2;6;disneyinteractive;Disney Interactive;E
dragonballzbattleofz;Dragon Ball Z: Battle of Z;PS3;01/01/2014;Fighting;namcobandaigames;Namco Bandai Games;100000;100000;60000;40000;310000;54;32;5.3;103;artdink;Artdink;T
dmcdevilmaycry;DmC: Devil May Cry;PS4;01/01/2015;Action;capcom;Capcom;120000;130000;0;50000;310000;;;;;;;
disneysstitchexperiment626;Disney's Stitch: Experiment 626;PS2;01/01/2002;Action;sonycomputerentertainment;Sony Computer Entertainment;150000;120000;0;40000;310000;59;17;7.8;4;highvoltagesoftware;High Voltage Software;E
rpgtsukuru2;RPG Tsukuru 2;SNES;01/01/1996;Role-Playing;asciientertainment;ASCII Entertainment;0;0;310000;0;310000;;;;;;;
